time	NAA-L Phase	NAA-L Amp	NPM-L Phase	NPM-L Amp
42568	-1411.238	26.01213	-1144.512	39.78558
42569	-1412.154	25.99981	-1144.78	39.78074
42570	-1411.533	26.23241	-1145.082	39.79663
42571	-1411.239	25.86373	-1144.837	39.8002
42572	-1412.212	26.07621	-1144.901	39.70897
42573	-1411.709	26.00902	-1144.51	39.8017
42574	-1414.57	26.06598	-1144.585	39.74685
42575	-1412.136	26.1433	-1144.338	39.79785
42576	-1412.619	26.13979	-1144.565	39.80678
42577	-1412.557	26.13439	-1144.419	39.78407
42578	-1412.138	26.15531	-1144.743	39.7921
42579	-1412.237	26.08774	-1144.246	39.81195
42580	-1412.78	26.16022	-1144.482	39.75961
42581	-1413.137	26.22375	-1144.223	39.79511
42582	-1411.647	26.05065	-1144.161	39.78814
42583	-1411.476	26.19974	-1144.189	39.82364
42584	-1412.717	26.24603	-1144.101	39.85591
42585	-1412.493	26.20777	-1144.168	39.84522
42586	-1412.202	26.13631	-1144.069	39.84978
42587	-1412.393	25.98769	-1143.975	39.83539
42588	-1412.513	25.92169	-1143.587	39.79439
42589	-1411.643	26.21278	-1143.954	39.81537
42590	-1412.575	26.03717	-1143.899	39.84088
42591	-1412.164	26.16228	-1143.743	39.86751
42592	-1411.753	26.19259	-1143.779	39.83446
42593	-1412.875	26.24769	-1143.479	39.8013
42594	-1411.977	26.35727	-1143.666	39.81099
42595	-1413.051	26.27021	-1143.331	39.77122
42596	-1411.212	25.94185	-1143.486	39.82684
42597	-1411.986	26.00602	-1143.529	39.84399
42598	-1412.44	26.04915	-1143.276	39.805
42599	-1412.252	26.09394	-1143.28	39.82371
42600	-1412.302	25.97272	-1143.129	39.79817
42601	-1412.611	26.18308	-1143.261	39.82387
42602	-1412.227	26.02711	-1143.435	39.79981
42603	-1411.531	25.99353	-1143.197	39.78471
42604	-1412.012	26.07201	-1142.997	39.80841
42605	-1413.152	26.1806	-1143.34	39.7996
42606	-1412.037	26.03534	-1143.116	39.77548
42607	-1412.266	25.99031	-1143.085	39.7724
42608	-1411.693	26.0619	-1142.679	39.80842
42609	-1412.201	26.15899	-1142.426	39.84306
42610	-1411.886	26.18966	-1142.451	39.81393
42611	-1413.75	26.20231	-1142.203	39.77071
42612	-1413.498	26.08218	-1142.199	39.82801
42613	-1412.405	26.09214	-1142.236	39.81266
42614	-1411.34	26.17556	-1141.879	39.76872
42615	-1413.383	26.12112	-1142.534	39.78345
42616	-1412.554	26.03239	-1142.034	39.78441
42617	-1413.795	26.03196	-1142.118	39.7668
42618	-1412.927	26.1398	-1142.024	39.78865
42619	-1412.919	26.15224	-1141.811	39.76448
42620	-1412.694	26.25935	-1142.24	39.78232
42621	-1412.517	26.20411	-1141.931	39.7623
42622	-1412.524	26.0974	-1141.591	39.80041
42623	-1413.425	26.0704	-1141.924	39.77479
42624	-1413.249	26.27141	-1141.708	39.7844
42625	-1414.447	26.20318	-1141.449	39.78831
42626	-1413.712	26.14776	-1141.66	39.77121
42627	-1413.919	26.00235	-1141.737	39.77583
42628	-1414.216	26.16372	-1141.357	39.74921
42629	-1413.185	26.02719	-1141.26	39.75784
42630	-1414.247	26.75096	-1140.791	39.67119
42631	-1413.908	26.32086	-1141.658	39.76713
42632	-1412.948	26.08626	-1141.228	39.76269
42633	-1413.573	26.16409	-1141.13	39.74477
42634	-1413.673	26.13546	-1141.062	39.71489
42635	-1413.966	26.13593	-1140.91	39.71804
42636	-1412.84	26.15232	-1140.609	39.67511
42637	-1413.397	26.36291	-1141.209	39.68084
42638	-1413.702	26.37408	-1141.026	39.70417
42639	-1413.223	26.1073	-1140.644	39.75987
42640	-1413.798	26.47122	-1140.634	39.72626
42641	-1414.317	26.46972	-1140.908	39.71891
42642	-1413.718	26.23518	-1140.684	39.6785
42643	-1413.74	26.09504	-1140.414	39.70768
42644	-1413.375	26.15274	-1140.482	39.71629
42645	-1414.025	26.31564	-1140.509	39.67788
42646	-1414.849	26.17227	-1140.547	39.72336
42647	-1413.18	26.26448	-1140.781	39.73486
42648	-1413.812	26.24564	-1140.286	39.71613
42649	-1413.446	26.2563	-1139.647	39.67028
42650	-1414.714	26.40229	-1140.257	39.71189
42651	-1413.943	26.20087	-1140.096	39.70718
42652	-1413.605	26.2263	-1140.012	39.71627
42653	-1412.943	26.2085	-1140.08	39.7297
42654	-1412.547	26.22179	-1140.189	39.64189
42655	-1413.748	26.23316	-1139.917	39.69047
42656	-1414.013	26.24818	-1139.792	39.70289
42657	-1412.893	26.27662	-1139.618	39.67089
42658	-1412.696	26.34329	-1139.613	39.67581
42659	-1414.067	26.2503	-1139.646	39.61564
42660	-1414.089	26.2922	-1139.875	39.67483
42661	-1412.541	26.3384	-1139.63	39.6432
42662	-1413.626	26.2446	-1139.799	39.64541
42663	-1413.212	26.02305	-1139.326	39.61961
42664	-1413.636	26.4168	-1139.352	39.64443
42665	-1413.407	26.30279	-1139.762	39.62503
42666	-1411.267	26.50127	-1139.831	39.66259
42667	-1412.988	26.14139	-1139.196	39.61772
42668	-1414.543	26.17062	-1139.02	39.62624
42669	-1414.049	26.31571	-1138.98	39.55438
42670	-1415.549	26.28754	-1138.915	39.63532
42671	-1414.583	26.17081	-1138.956	39.58876
42672	-1414.447	26.22256	-1138.453	39.5934
42673	-1413.803	26.27558	-1138.333	39.62167
42674	-1412.906	26.24996	-1138.844	39.55263
42675	-1413.903	26.20908	-1138.796	39.59698
42676	-1414.775	26.13857	-1139.062	39.6185
42677	-1413.76	26.1243	-1138.578	39.54204
42678	-1414.163	26.37599	-1138.606	39.55681
42679	-1414.093	26.15958	-1139.074	39.52456
42680	-1414.531	26.2632	-1138.697	39.59263
42681	-1412.863	26.17709	-1138.168	39.54685
42682	-1412.5	26.14788	-1138.501	39.58547
42683	-1412.963	26.16648	-1138.578	39.60801
42684	-1413.017	26.09482	-1138.456	39.52302
42685	-1413.059	26.42895	-1138.63	39.54108
42686	-1414.604	26.05713	-1138.441	39.58732
42687	-1414.276	26.11085	-1138.062	39.50186
42688	-1412.837	26.29402	-1138.248	39.49992
42689	-1413.469	26.06788	-1138.22	39.5465
42690	-1413.143	26.1601	-1138.134	39.52013
42691	-1414.35	26.16585	-1138.175	39.53751
42692	-1413.565	26.21687	-1137.864	39.50061
42693	-1413.473	26.15682	-1137.952	39.45705
42694	-1413.712	26.23289	-1138.024	39.51694
42695	-1413.817	26.32824	-1137.889	39.50479
42696	-1413.454	26.32066	-1137.942	39.49786
42697	-1414.131	26.26218	-1137.862	39.47717
42698	-1416.071	26.36568	-1137.822	39.43883
42699	-1414.814	26.11302	-1137.345	39.49968
42700	-1413.895	26.23972	-1137.762	39.49593
42701	-1414.088	26.28013	-1137.997	39.51115
42702	-1412.545	26.09027	-1137.769	39.44608
42703	-1413.171	26.28967	-1137.61	39.43115
42704	-1413.647	26.24941	-1137.538	39.48061
42705	-1414.231	26.27074	-1137.524	39.46733
42706	-1413.92	26.42789	-1137.542	39.45153
42707	-1413.211	26.31934	-1137.608	39.47634
42708	-1414.064	26.1099	-1137.338	39.45866
42709	-1414.201	26.20195	-1137.174	39.46019
42710	-1413.624	26.17062	-1137.083	39.42001
42711	-1414.399	26.19492	-1137.262	39.43112
42712	-1414.152	26.21407	-1137.5	39.43312
42713	-1414.027	26.2456	-1137.276	39.38995
42714	-1414.046	26.17421	-1136.848	39.40437
42715	-1413.898	26.28961	-1136.909	39.40319
42716	-1415.173	26.30799	-1137.112	39.32998
42717	-1414.376	26.16499	-1136.901	39.46054
42718	-1414.212	26.16845	-1137.12	39.35996
42719	-1414.356	26.4025	-1136.45	39.31421
42720	-1412.691	26.23355	-1136.967	39.40267
42721	-1414.588	26.34842	-1136.812	39.33098
42722	-1414.522	26.43747	-1136.845	39.36308
42723	-1414.534	26.27533	-1137.253	39.3274
42724	-1413.944	26.15134	-1136.786	39.29863
42725	-1414.004	26.2718	-1136.98	39.35335
42726	-1415.102	26.31469	-1136.922	39.28377
42727	-1414.906	26.39083	-1136.965	39.31691
42728	-1414.569	26.41447	-1136.779	39.34449
42729	-1414.643	26.28553	-1136.932	39.34638
42730	-1413.835	26.26754	-1136.862	39.30597
42731	-1414.516	26.40278	-1136.949	39.34615
42732	-1414.313	26.34333	-1136.684	39.35093
42733	-1413.772	26.30153	-1136.802	39.31895
42734	-1413.695	26.15738	-1136.626	39.35638
42735	-1414.519	26.10947	-1136.451	39.32737
42736	-1413.892	26.34528	-1136.799	39.36099
42737	-1415.023	26.19	-1136.377	39.29501
42738	-1413.926	26.14314	-1136.656	39.32524
42739	-1414.916	26.20163	-1136.537	39.29828
42740	-1415.409	26.21688	-1136.684	39.21745
42741	-1415.304	26.14839	-1136.664	39.35941
42742	-1414.416	26.20502	-1136.368	39.29138
42743	-1414.884	26.14902	-1136.516	39.2775
42744	-1413.592	26.1278	-1136.385	39.29105
42745	-1414.318	26.38239	-1136.515	39.29468
42746	-1414.642	26.1669	-1136.549	39.29501
42747	-1414.885	26.13667	-1136.715	39.29793
42748	-1414.5	26.26871	-1136.409	39.28081
42749	-1414.685	26.17195	-1136.192	39.30294
42750	-1414.435	26.24624	-1136.299	39.2685
42751	-1415.655	26.25958	-1136.34	39.30051
42752	-1414.337	26.36247	-1136.438	39.258
42753	-1415.42	26.28957	-1136.461	39.24869
42754	-1414.944	26.33856	-1136.358	39.28135
42755	-1414.514	26.38166	-1136.35	39.23886
42756	-1414.809	26.19855	-1136.359	39.34121
42757	-1415.184	26.15187	-1136.781	39.30415
42758	-1416.195	26.36725	-1136.355	39.32198
42759	-1414.408	26.39495	-1136.568	39.24736
42760	-1413.736	26.51583	-1136.522	39.24465
42761	-1415.061	26.42595	-1136.215	39.32867
42762	-1416.029	26.25397	-1136.176	39.30153
42763	-1414.66	26.20724	-1136.091	39.24218
42764	-1414.403	26.32385	-1136.382	39.29034
42765	-1414.466	26.29321	-1136.092	39.28187
42766	-1414.671	26.24131	-1136.127	39.2696
42767	-1415.292	26.23682	-1135.832	39.24773
42768	-1414.778	26.20118	-1135.781	39.34117
42769	-1415.195	26.27953	-1135.998	39.29585
42770	-1415.481	26.29071	-1135.947	39.32552
42771	-1414.933	26.1789	-1135.919	39.31185
42772	-1413.946	26.25664	-1135.857	39.25934
42773	-1414.588	26.26533	-1135.667	39.29956
42774	-1416.034	26.40089	-1135.774	39.29082
42775	-1415.631	26.14127	-1135.733	39.26982
42776	-1414.749	26.35088	-1135.604	39.26933
42777	-1415.951	26.36535	-1135.364	39.27282
42778	-1415.896	26.32562	-1135.745	39.28265
42779	-1415.713	26.46408	-1135.402	39.28836
42780	-1414.704	26.15887	-1135.318	39.26076
42781	-1414.445	26.14477	-1135.458	39.25586
42782	-1415.875	26.2159	-1135.519	39.26681
42783	-1415.216	26.34852	-1135.639	39.24229
42784	-1414.857	26.34643	-1135.527	39.29948
42785	-1414.543	26.33901	-1135.347	39.22179
42786	-1415.665	26.3511	-1135.638	39.24857
42787	-1414.757	26.3081	-1135.152	39.23978
42788	-1413.877	26.54977	-1135.02	39.25336
42789	-1414.531	26.44038	-1135.517	39.27143
42790	-1414.462	26.37542	-1135.257	39.26883
42791	-1415.379	26.44647	-1134.961	39.27149
42792	-1415.261	26.18259	-1135.193	39.27271
42793	-1413.594	26.37633	-1134.859	39.25675
42794	-1414.691	26.34024	-1134.877	39.18889
42795	-1414.389	26.3041	-1135.262	39.23483
42796	-1414.822	26.36706	-1134.702	39.24298
42797	-1414.493	26.41964	-1135.052	39.2352
42798	-1414.578	26.33667	-1134.781	39.21974
42799	-1413.469	26.56365	-1134.655	39.21611
42800	-1414.372	26.45108	-1134.343	39.28921
42801	-1414.943	26.34226	-1134.554	39.24866
42802	-1414.299	26.40469	-1134.564	39.22115
42803	-1414.829	26.47556	-1134.521	39.27756
42804	-1415.852	26.36689	-1134.505	39.29216
42805	-1415.145	26.49843	-1134.362	39.22256
42806	-1415.08	26.43017	-1134.229	39.16972
42807	-1415.363	26.405	-1134.607	39.25114
42808	-1414.455	26.37365	-1134.718	39.23959
42809	-1416.005	26.40576	-1134.488	39.26557
42810	-1416.117	26.35765	-1134.023	39.21606
42811	-1415.277	26.53588	-1134.034	39.22619
42812	-1414.846	26.55241	-1134.511	39.21496
42813	-1415.181	26.42718	-1133.996	39.26185
42814	-1414.948	26.51819	-1134.091	39.24059
42815	-1415.052	26.52126	-1133.788	39.22535
42816	-1414.745	26.47772	-1134.063	39.23558
42817	-1414.901	26.52262	-1133.623	39.22843
42818	-1415.67	26.4435	-1133.681	39.21841
42819	-1415.929	26.42577	-1133.544	39.21249
42820	-1415.051	26.39451	-1133.39	39.16013
42821	-1416.032	26.48193	-1133.301	39.24736
42822	-1415.881	26.50489	-1133.355	39.195
42823	-1415.547	26.51304	-1133.172	39.13357
42824	-1414.798	26.48558	-1133.24	39.18601
42825	-1415.853	26.65437	-1133.647	39.16449
42826	-1416.789	26.50663	-1132.807	39.16967
42827	-1416.068	26.45164	-1132.908	39.21158
42828	-1415.053	26.53342	-1133.03	39.22474
42829	-1415.543	26.48409	-1132.707	39.23301
42830	-1416.527	26.75513	-1132.869	39.19675
42831	-1416.678	26.53967	-1133.077	39.18835
42832	-1415.725	26.60546	-1132.563	39.18757
42833	-1416.293	26.45293	-1132.651	39.20531
42834	-1415.866	26.39371	-1132.28	39.17945
42835	-1416.265	26.39863	-1132.691	39.14752
42836	-1416.096	26.43852	-1132.61	39.14111
42837	-1416.693	26.45054	-1132.748	39.17856
42838	-1414.42	26.49498	-1132.259	39.15209
42839	-1415.762	26.32352	-1132.183	39.14635
42840	-1416.307	26.48719	-1132.285	39.12924
42841	-1415.731	26.57618	-1132.279	39.17229
42842	-1415.675	26.50694	-1131.918	39.16137
42843	-1416.134	26.47986	-1131.978	39.152
42844	-1417.257	26.56581	-1131.886	39.13345
42845	-1415.456	26.48735	-1131.846	39.13224
42846	-1415.737	26.56799	-1132.105	39.14716
42847	-1415.257	26.52948	-1131.799	39.15416
42848	-1417.092	26.3492	-1131.829	39.08943
42849	-1414.896	26.40807	-1131.943	39.08434
42850	-1415.922	26.53145	-1131.539	39.1466
42851	-1416.874	26.52121	-1131.415	39.08916
42852	-1415.66	26.5531	-1131.435	39.12838
42853	-1415.404	26.52361	-1131.35	39.07217
42854	-1415.99	26.38987	-1131.559	39.0939
42855	-1416.036	26.5023	-1131.588	39.04752
42856	-1415.771	26.34682	-1131.491	39.09245
42857	-1415.797	26.43423	-1131.393	39.04136
42858	-1415.927	26.35685	-1130.947	39.05842
42859	-1415.503	26.39433	-1130.913	39.05421
42860	-1416.063	26.50163	-1131.158	39.10428
42861	-1415.883	26.41438	-1131.204	39.0604
42862	-1415.072	26.48498	-1130.842	39.01153
42863	-1416.104	26.54447	-1130.851	39.00429
42864	-1416.338	26.40669	-1130.735	38.98275
42865	-1416.633	26.34653	-1130.585	39.04465
42866	-1415.806	26.42113	-1130.715	38.97985
42867	-1416.252	26.46249	-1130.634	38.97755
42868	-1416.461	26.46492	-1130.412	39.01007
42869	-1415.86	26.45227	-1130.422	39.0522
42870	-1415.984	26.46532	-1130.267	39.01371
42871	-1417.09	26.56022	-1130.64	38.98423
42872	-1416.932	26.46671	-1130.587	38.98628
42873	-1416.728	26.43636	-1130.353	39.0214
42874	-1416.626	26.39616	-1130.201	38.96908
42875	-1416.102	26.51413	-1130.163	38.96855
42876	-1416.661	26.54507	-1130.024	38.97213
42877	-1416.316	26.46588	-1130.4	38.94395
42878	-1416.569	26.50639	-1129.993	38.96392
42879	-1416.145	26.41739	-1129.831	38.95568
42880	-1416.067	26.51065	-1129.99	38.94041
42881	-1416.566	26.61373	-1129.972	38.94676
42882	-1417.242	26.54702	-1130.025	38.91689
42883	-1416.358	26.49145	-1130.124	38.91612
42884	-1416.248	26.42347	-1129.785	38.96013
42885	-1417.052	26.25904	-1129.252	38.98898
42886	-1417.235	26.44875	-1129.974	38.87182
42887	-1416.478	26.50441	-1129.557	38.90777
42888	-1416.877	26.40381	-1129.41	38.93425
42889	-1416.367	26.41089	-1129.088	38.93524
42890	-1417.657	26.49459	-1129.38	38.92971
42891	-1417.034	26.51141	-1128.785	38.91553
42892	-1416.698	26.30202	-1129.354	38.96036
42893	-1415.86	26.43062	-1129.28	38.84403
42894	-1416.259	26.30853	-1128.742	38.88288
42895	-1415.894	26.53653	-1129.065	38.88618
42896	-1416.439	26.45253	-1128.911	38.84343
42897	-1416.681	26.32423	-1129.211	38.8935
42898	-1417.251	26.49808	-1129.102	38.94025
42899	-1416.729	26.34046	-1128.953	38.84341
42900	-1416.927	26.54682	-1128.739	38.87767
42901	-1416.297	26.4235	-1128.735	38.87099
42902	-1416.791	26.56891	-1128.953	38.83171
42903	-1416.486	26.59997	-1129.121	38.85543
42904	-1416.656	26.44719	-1128.748	38.87135
42905	-1416.132	26.48918	-1128.521	38.80597
42906	-1416.248	26.64012	-1128.416	38.82209
42907	-1415.978	26.47158	-1128.286	38.83605
42908	-1417.943	26.57087	-1128.701	38.79458
42909	-1416.616	26.63348	-1128.194	38.84126
42910	-1415.095	26.6566	-1128.491	38.80811
42911	-1416.477	26.60512	-1128.248	38.81115
42912	-1415.509	26.45725	-1127.804	38.77705
42913	-1416.597	26.50469	-1128.049	38.78744
42914	-1416.297	26.45585	-1128.029	38.77327
42915	-1416.743	26.51381	-1127.936	38.83608
42916	-1416.315	26.37702	-1127.969	38.74784
42917	-1416.089	26.52798	-1127.823	38.79233
42918	-1415.901	26.57861	-1127.749	38.75956
42919	-1416.451	26.61614	-1127.651	38.7409
42920	-1415.462	26.53516	-1127.725	38.73913
42921	-1416.182	26.55872	-1127.647	38.78486
42922	-1416.24	26.48244	-1127.886	38.7729
42923	-1416.68	26.50395	-1127.628	38.81455
42924	-1415.735	26.52957	-1127.747	38.79694
42925	-1416.5	26.32108	-1127.386	38.72789
42926	-1415.152	26.48829	-1127.584	38.745
42927	-1416.132	26.5834	-1127.218	38.79453
42928	-1417.144	26.61049	-1127.225	38.73825
42929	-1416.817	26.68132	-1127.476	38.73586
42930	-1415.972	26.6203	-1127.313	38.75106
42931	-1416.007	26.63141	-1127.051	38.7156
42932	-1417.984	26.63573	-1127.084	38.7061
42933	-1416.546	26.60741	-1127.209	38.68903
42934	-1417.65	26.67091	-1127.05	38.79271
42935	-1417.154	26.53836	-1127.226	38.70913
42936	-1416.072	26.60061	-1127.243	38.71232
42937	-1416.533	26.66288	-1127.021	38.70147
42938	-1416.929	26.63584	-1127.108	38.73836
42939	-1418.165	26.76345	-1127.004	38.61602
42940	-1416.212	26.65638	-1126.826	38.64148
42941	-1416.15	26.60187	-1126.367	38.65075
42942	-1416.839	26.56577	-1126.294	38.69581
42943	-1416.977	26.6586	-1126.675	38.69692
42944	-1416.292	26.60232	-1126.838	38.64079
42945	-1417.461	26.85582	-1126.446	38.7084
42946	-1417.15	26.68135	-1126.288	38.61594
42947	-1416.071	26.6595	-1126.606	38.64692
42948	-1417.143	26.61294	-1126.402	38.6357
42949	-1418.31	26.76762	-1126.134	38.62939
42950	-1417.602	26.54172	-1125.909	38.65265
42951	-1416.4	26.55736	-1125.754	38.71105
42952	-1416.591	26.67599	-1126.211	38.71525
42953	-1416.773	26.57989	-1125.753	38.65585
42954	-1417.452	26.63461	-1125.924	38.66297
42955	-1417.649	26.70135	-1125.985	38.64567
42956	-1415.721	26.66143	-1125.853	38.65789
42957	-1417.57	26.57308	-1125.848	38.64347
42958	-1417.201	26.6226	-1125.745	38.59345
42959	-1416.817	26.5271	-1125.751	38.56329
42960	-1418.021	26.43219	-1125.601	38.61083
42961	-1416.665	26.42553	-1125.277	38.60337
42962	-1415.911	26.63849	-1125.571	38.62858
42963	-1418.174	26.53419	-1125.105	38.62448
42964	-1416.879	26.45828	-1125.841	38.54953
42965	-1415.994	26.49637	-1125.042	38.61039
42966	-1416.936	26.65805	-1125.15	38.60236
42967	-1417.113	26.45131	-1124.978	38.51991
42968	-1418.678	26.49198	-1125.672	38.58173
42969	-1418.333	26.64584	-1124.879	38.54126
42970	-1416.917	26.54882	-1125.067	38.52185
42971	-1417.436	26.48838	-1125.161	38.56701
42972	-1417.309	26.42093	-1124.864	38.53392
42973	-1417.5	26.49607	-1125.023	38.49345
42974	-1417.102	26.44721	-1124.715	38.49034
42975	-1417.921	26.56323	-1124.604	38.56061
42976	-1416.842	26.59816	-1124.704	38.50231
42977	-1417.457	26.61932	-1124.345	38.51605
42978	-1417.596	26.53431	-1124.53	38.56993
42979	-1417.448	26.47878	-1124.883	38.46984
42980	-1417.881	26.64143	-1124.269	38.52122
42981	-1417.77	26.49643	-1124.275	38.51168
42982	-1417.78	26.68908	-1124.469	38.5305
42983	-1418.01	26.54287	-1124.261	38.44255
42984	-1417.647	26.61324	-1124.787	38.47735
42985	-1416.329	26.92337	-1124.251	38.45784
42986	-1416.772	26.60122	-1123.99	38.48833
42987	-1418.017	26.49925	-1124.034	38.44796
42988	-1417.859	26.74331	-1123.975	38.396
42989	-1418.857	26.5824	-1123.609	38.44844
42990	-1417.891	26.70248	-1123.892	38.45897
42991	-1416.271	26.60723	-1123.981	38.41328
42992	-1418.431	26.57579	-1123.845	38.45924
42993	-1418.728	26.63513	-1123.608	38.39296
42994	-1418.492	26.68722	-1123.563	38.37392
42995	-1418.309	26.56848	-1123.57	38.40227
42996	-1417.609	26.59604	-1123.272	38.38792
42997	-1418.143	26.76889	-1123.369	38.36603
42998	-1418.604	26.55932	-1123.459	38.28521
42999	-1418.151	26.64943	-1123.123	38.36462
43000	-1418.379	26.62011	-1123.051	38.35179
43001	-1418.081	26.64238	-1122.77	38.4114
43002	-1418.13	26.5808	-1122.671	38.36212
43003	-1417.286	26.68801	-1122.953	38.42952
43004	-1418.301	26.63964	-1123.112	38.36726
43005	-1416.887	26.7045	-1122.731	38.37103
43006	-1418.197	26.69136	-1122.897	38.41067
43007	-1418.462	26.68715	-1122.534	38.38316
43008	-1417.936	26.57108	-1123.037	38.38005
43009	-1418.657	26.685	-1122.848	38.41078
43010	-1417.762	26.60208	-1122.36	38.2913
43011	-1419.874	26.65858	-1122.46	38.35606
43012	-1417.955	26.64497	-1122.901	38.36097
43013	-1418.882	26.53054	-1122.077	38.36766
43014	-1418.909	26.5097	-1122.963	38.30147
43015	-1418.691	26.55728	-1122.381	38.32107
43016	-1417.946	26.60269	-1122.349	38.37399
43017	-1418.482	26.5427	-1122.414	38.25061
43018	-1418.627	26.64556	-1122.449	38.26637
43019	-1418.515	26.68547	-1122.273	38.20631
43020	-1419.926	26.78331	-1122.12	38.23862
43021	-1418.986	26.65807	-1121.55	38.28612
43022	-1418.369	26.69589	-1121.914	38.27835
43023	-1418.069	26.72563	-1122.074	38.22923
43024	-1418.396	26.68822	-1122.277	38.24768
43025	-1418.501	26.77487	-1121.747	38.31246
43026	-1419.03	26.72129	-1121.784	38.21448
43027	-1419.008	26.75705	-1121.587	38.23252
43028	-1417.999	26.66054	-1121.602	38.1168
43029	-1418.809	26.58616	-1121.643	38.23302
43030	-1418.288	26.70935	-1121.487	38.17992
43031	-1419.657	26.47619	-1121.755	38.19939
43032	-1419.131	26.58425	-1121.344	38.19595
43033	-1418.636	26.67604	-1121.458	38.2313
43034	-1419.196	26.61738	-1120.884	38.24532
43035	-1418.901	26.66253	-1121.497	38.15709
43036	-1417.362	26.76143	-1121.397	38.15288
43037	-1418.292	26.56162	-1121.32	38.22832
43038	-1418.14	26.65345	-1121.033	38.18377
43039	-1418.281	26.60096	-1120.957	38.2283
43040	-1418.258	26.62517	-1120.652	38.13995
43041	-1418.763	26.63833	-1120.742	38.19199
43042	-1418.589	26.58013	-1120.93	38.16791
43043	-1418.089	26.71881	-1120.743	38.14817
43044	-1419.284	26.66879	-1120.596	38.13152
43045	-1418.74	26.55379	-1120.848	38.12978
43046	-1418.755	26.58354	-1120.578	38.10815
43047	-1419.163	26.76224	-1120.852	38.12382
43048	-1419.24	26.74301	-1121.131	38.07494
43049	-1418.492	26.72841	-1120.31	38.13897
43050	-1418.549	26.6578	-1120.355	38.11581
43051	-1419.148	26.75719	-1120.727	38.13381
43052	-1418.67	26.65115	-1120.336	38.07488
43053	-1418.675	26.67949	-1120.056	38.16754
43054	-1419.156	26.69135	-1120.605	38.13541
43055	-1418.984	26.82252	-1120.174	38.1302
43056	-1418.903	26.80634	-1120.267	38.13451
43057	-1419.675	26.8304	-1120.29	38.11135
43058	-1418.656	26.73048	-1120.333	38.13604
43059	-1420.089	26.69522	-1119.507	38.03116
43060	-1419.081	26.70974	-1120.432	38.02907
43061	-1417.948	26.75862	-1119.907	38.12234
43062	-1418.898	26.72938	-1120.29	38.12505
43063	-1418.242	26.84466	-1120.325	38.10954
43064	-1418.416	26.67788	-1119.631	38.10317
43065	-1419.201	26.74779	-1119.926	38.10931
43066	-1418.424	26.75245	-1119.733	38.04479
43067	-1420.866	26.6814	-1119.777	38.09825
43068	-1419.295	26.68279	-1119.569	38.1204
43069	-1419.545	26.91733	-1119.471	38.04257
43070	-1417.805	26.85472	-1119.109	38.08524
43071	-1418.361	26.73151	-1119.121	38.03709
43072	-1418.497	26.7384	-1119.104	38.05615
43073	-1418.051	26.72844	-1119.182	38.03772
43074	-1417.93	26.86931	-1119.214	38.03236
43075	-1419.173	26.82873	-1118.989	38.00903
43076	-1418.634	26.76962	-1119.275	37.99076
43077	-1418.302	26.96715	-1118.826	38.031
43078	-1419.138	26.76153	-1118.911	38.0085
43079	-1419.078	26.85746	-1119.072	37.98711
43080	-1418.867	26.79319	-1118.66	38.09253
43081	-1418.979	26.75842	-1119.014	38.01997
43082	-1418.865	26.71085	-1118.353	38.01675
43083	-1418.972	26.82005	-1118.396	38.00359
43084	-1418.854	26.72008	-1118.89	38.01479
43085	-1417.998	26.74443	-1118.554	37.96124
43086	-1418.961	26.76898	-1118.333	38.01444
43087	-1418.569	26.87397	-1118.274	37.94445
43088	-1419.191	26.83965	-1118.53	37.96602
43089	-1418.903	26.80012	-1118.041	37.93502
43090	-1419.266	26.58372	-1118.225	37.95991
43091	-1419.801	26.73158	-1118.348	38.03098
43092	-1419.228	26.69756	-1118.212	37.96065
43093	-1418.676	26.69666	-1118.28	37.93016
43094	-1418.88	26.8563	-1117.996	38.00361
43095	-1419.984	26.67677	-1117.888	37.9423
43096	-1419.262	26.77759	-1118.486	37.98543
43097	-1419.29	26.74466	-1118.298	38.02224
43098	-1418.772	26.89241	-1118.039	37.93588
43099	-1418.978	26.81606	-1118.234	37.97851
43100	-1419.271	26.87855	-1117.926	37.97367
43101	-1419.339	26.69875	-1118.07	37.96663
43102	-1419.697	26.67508	-1117.834	37.96483
43103	-1419.671	26.77351	-1117.972	37.98095
43104	-1418.536	26.77724	-1117.867	37.9025
43105	-1419.568	26.76391	-1117.733	37.92625
43106	-1419.319	26.81758	-1117.653	37.91685
43107	-1419.103	26.87418	-1117.57	37.92118
43108	-1419.102	26.85104	-1117.501	37.94502
43109	-1419.708	26.79818	-1117.622	37.9197
43110	-1420.321	26.79748	-1117.046	37.94353
43111	-1419.565	26.82913	-1117.527	37.92418
43112	-1419.663	26.76641	-1117.341	37.96577
43113	-1419.3	26.74189	-1116.865	37.9662
43114	-1419.993	26.65367	-1117.043	37.97577
43115	-1420.276	26.84056	-1116.702	37.99361
43116	-1418.677	26.81435	-1117.064	38.00273
43117	-1419.37	26.81425	-1117.275	37.94654
43118	-1420.057	26.70372	-1117.186	37.95259
43119	-1420.005	26.74237	-1116.981	37.94096
43120	-1421.309	26.76705	-1116.836	37.96841
43121	-1419.273	26.93488	-1116.695	37.95277
43122	-1420.26	26.73759	-1117.013	37.94162
43123	-1420.224	26.68752	-1116.684	37.94966
43124	-1419.788	26.81187	-1116.475	37.93129
43125	-1419.788	26.98796	-1116.741	37.96509
